"filename","cc"
"_32_rmat_CC_CPP_E_Data_IntType_ReadWrite_NonDeterm_NoFieldBug_Block_Atomic.cpp
","0.010122"
"_32_rmat_CC_CPP_E_Data_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic.cpp
","0.010502"
"_32_rmat_CC_CPP_E_Data_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic.cpp
","0.009405"
"_32_rmat_CC_CPP_E_Topo_IntType_ReadWrite_Block_NonDeterm_NoBoundsBug_Atomic.cpp
","0.254753"
"_32_rmat_CC_CPP_E_Topo_IntType_ReadModifyWrite_Block_NonDeterm_NoBoundsBug_Atomic.cpp
","0.162865"
"_32_rmat_CC_CPP_E_Topo_IntType_ReadModifyWrite_Cyclic_Determ_NoBoundsBug_Atomic.cpp
","0.032330"
"_32_rmat_CC_CPP_E_Topo_IntType_ReadModifyWrite_Cyclic_NonDeterm_NoBoundsBug_Atomic.cpp
","0.095224"
"_32_rmat_CC_CPP_E_Topo_IntType_ReadWrite_Cyclic_NonDeterm_NoBoundsBug_Atomic.cpp
","0.110053"
"_32_rmat_CC_CPP_E_Topo_IntType_ReadModifyWrite_Block_Determ_NoBoundsBug_Atomic.cpp
","0.045432"
"_32_rmat_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic_NoBoundsBug_Dup.cpp
","0.012128"
"_32_rmat_CC_CPP_V_Data_Push_IntType_ReadWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NonDup.cpp
","0.128649"
"_32_rmat_CC_CPP_V_Data_Push_IntType_ReadWrite_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug_NonDup.cpp
","0.089413"
"_32_rmat_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic_NoBoundsBug_Dup.cpp
","0.021127"
"_32_rmat_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic_NoBoundsBug_NonDup.cpp
","0.023114"
