"filename","pr"
"_omp_32_2d_PR_OMP_Push_FloatType_DynamicSched_Critical_ClauseRed.cpp
","0.080177"
"_omp_32_2d_PR_OMP_Push_FloatType_DefaultSched_Atomic_CriticalRed.cpp
","0.081012"
"_omp_32_2d_PR_OMP_Push_FloatType_DynamicSched_Atomic_CriticalRed.cpp
","0.080269"
"_omp_32_2d_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_CriticalRed.cpp
","0.058194"
"_omp_32_2d_PR_OMP_Pull_FloatType_Determin_DefaultSched_ClauseRed.cpp
","0.102163"
"_omp_32_2d_PR_OMP_Pull_FloatType_Determin_DefaultSched_AtomicRed.cpp
","0.105332"
"_omp_32_2d_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_AtomicRed.cpp
","0.056270"
"_omp_32_2d_PR_OMP_Pull_FloatType_Determin_DynamicSched_CriticalRed.cpp
","0.104149"
"_omp_32_2d_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_AtomicRed.cpp
","0.056501"
"_omp_32_2d_PR_OMP_Pull_FloatType_Determin_DynamicSched_AtomicRed.cpp
","0.105616"
"_omp_32_2d_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_CriticalRed.cpp
","0.057805"
"_omp_32_2d_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_ClauseRed.cpp
","0.057843"
"_omp_32_2d_PR_OMP_Pull_FloatType_Determin_DefaultSched_CriticalRed.cpp
","0.102365"
"_omp_32_2d_PR_OMP_Pull_FloatType_Determin_DynamicSched_ClauseRed.cpp
","0.102405"
"_omp_32_2d_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_ClauseRed.cpp
","0.057744"
"_omp_32_ny_PR_OMP_Push_FloatType_DefaultSched_Atomic_ClauseRed.cpp
","0.009427"
"_omp_32_ny_PR_OMP_Push_FloatType_DynamicSched_Atomic_ClauseRed.cpp
","0.008573"
"_omp_32_ny_PR_OMP_Push_FloatType_DefaultSched_Critical_ClauseRed.cpp
","0.008600"
"_omp_32_ny_PR_OMP_Push_FloatType_DefaultSched_Critical_AtomicRed.cpp
","0.008706"
"_omp_32_ny_PR_OMP_Push_FloatType_DynamicSched_Atomic_AtomicRed.cpp
","0.008806"
"_omp_32_ny_PR_OMP_Push_FloatType_DefaultSched_Critical_CriticalRed.cpp
","0.008615"
"_omp_32_ny_PR_OMP_Push_FloatType_DefaultSched_Atomic_AtomicRed.cpp
","0.008800"
"_omp_32_ny_PR_OMP_Push_FloatType_DynamicSched_Critical_AtomicRed.cpp
","0.009484"
"_omp_32_ny_PR_OMP_Push_FloatType_DynamicSched_Critical_CriticalRed.cpp
","0.008440"
"_omp_32_ny_PR_OMP_Push_FloatType_DynamicSched_Critical_ClauseRed.cpp
","0.008717"
"_omp_32_ny_PR_OMP_Push_FloatType_DefaultSched_Atomic_CriticalRed.cpp
","0.008646"
"_omp_32_ny_PR_OMP_Push_FloatType_DynamicSched_Atomic_CriticalRed.cpp
","0.008497"
"_omp_32_ny_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_CriticalRed.cpp
","0.015467"
"_omp_32_ny_PR_OMP_Pull_FloatType_Determin_DefaultSched_ClauseRed.cpp
","0.011454"
"_omp_32_ny_PR_OMP_Pull_FloatType_Determin_DefaultSched_AtomicRed.cpp
","0.012398"
"_omp_32_ny_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_AtomicRed.cpp
","0.015263"
"_omp_32_ny_PR_OMP_Pull_FloatType_Determin_DynamicSched_CriticalRed.cpp
","0.011210"
"_omp_32_ny_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_AtomicRed.cpp
","0.015346"
"_omp_32_ny_PR_OMP_Pull_FloatType_Determin_DynamicSched_AtomicRed.cpp
","0.011729"
"_omp_32_ny_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_CriticalRed.cpp
","0.018355"
"_omp_32_ny_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_ClauseRed.cpp
","0.018261"
"_omp_32_ny_PR_OMP_Pull_FloatType_Determin_DefaultSched_CriticalRed.cpp
","0.011307"
"_omp_32_ny_PR_OMP_Pull_FloatType_Determin_DynamicSched_ClauseRed.cpp
","0.012520"
"_omp_32_ny_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_ClauseRed.cpp
","0.014979"
"_omp_32_rmat_PR_OMP_Push_FloatType_DefaultSched_Atomic_ClauseRed.cpp
","0.012169"
"_omp_32_rmat_PR_OMP_Push_FloatType_DynamicSched_Atomic_ClauseRed.cpp
","0.012169"
"_omp_32_rmat_PR_OMP_Push_FloatType_DefaultSched_Critical_ClauseRed.cpp
","0.012171"
"_omp_32_rmat_PR_OMP_Push_FloatType_DefaultSched_Critical_AtomicRed.cpp
","0.012259"
"_omp_32_rmat_PR_OMP_Push_FloatType_DynamicSched_Atomic_AtomicRed.cpp
","0.012050"
"_omp_32_rmat_PR_OMP_Push_FloatType_DefaultSched_Critical_CriticalRed.cpp
","0.012177"
"_omp_32_rmat_PR_OMP_Push_FloatType_DefaultSched_Atomic_AtomicRed.cpp
","0.012051"
"_omp_32_rmat_PR_OMP_Push_FloatType_DynamicSched_Critical_AtomicRed.cpp
","0.012168"
"_omp_32_rmat_PR_OMP_Push_FloatType_DynamicSched_Critical_CriticalRed.cpp
","0.012165"
"_omp_32_rmat_PR_OMP_Push_FloatType_DynamicSched_Critical_ClauseRed.cpp
","0.012042"
"_omp_32_rmat_PR_OMP_Push_FloatType_DefaultSched_Atomic_CriticalRed.cpp
","0.012056"
"_omp_32_rmat_PR_OMP_Push_FloatType_DynamicSched_Atomic_CriticalRed.cpp
","0.012056"
"_omp_32_rmat_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_CriticalRed.cpp
","0.010047"
"_omp_32_rmat_PR_OMP_Pull_FloatType_Determin_DefaultSched_ClauseRed.cpp
","0.015189"
"_omp_32_rmat_PR_OMP_Pull_FloatType_Determin_DefaultSched_AtomicRed.cpp
","0.015450"
"_omp_32_rmat_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_AtomicRed.cpp
","0.010031"
"_omp_32_rmat_PR_OMP_Pull_FloatType_Determin_DynamicSched_CriticalRed.cpp
","0.015339"
"_omp_32_rmat_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_AtomicRed.cpp
","0.010060"
"_omp_32_rmat_PR_OMP_Pull_FloatType_Determin_DynamicSched_AtomicRed.cpp
","0.015444"
"_omp_32_rmat_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_CriticalRed.cpp
","0.010030"
"_omp_32_rmat_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_ClauseRed.cpp
","0.010031"
"_omp_32_rmat_PR_OMP_Pull_FloatType_Determin_DefaultSched_CriticalRed.cpp
","0.015447"
"_omp_32_rmat_PR_OMP_Pull_FloatType_Determin_DynamicSched_ClauseRed.cpp
","0.015166"
"_omp_32_rmat_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_ClauseRed.cpp
","0.010055"
"_omp_32_co_PR_OMP_Push_FloatType_DefaultSched_Atomic_ClauseRed.cpp
","0.038128"
"_omp_32_co_PR_OMP_Push_FloatType_DynamicSched_Atomic_ClauseRed.cpp
","0.037553"
"_omp_32_co_PR_OMP_Push_FloatType_DefaultSched_Critical_ClauseRed.cpp
","0.038173"
"_omp_32_co_PR_OMP_Push_FloatType_DefaultSched_Critical_AtomicRed.cpp
","0.038059"
"_omp_32_co_PR_OMP_Push_FloatType_DynamicSched_Atomic_AtomicRed.cpp
","0.038147"
"_omp_32_co_PR_OMP_Push_FloatType_DefaultSched_Critical_CriticalRed.cpp
","0.037580"
"_omp_32_co_PR_OMP_Push_FloatType_DefaultSched_Atomic_AtomicRed.cpp
","0.038107"
"_omp_32_co_PR_OMP_Push_FloatType_DynamicSched_Critical_AtomicRed.cpp
","0.038077"
"_omp_32_co_PR_OMP_Push_FloatType_DynamicSched_Critical_CriticalRed.cpp
","0.037622"
"_omp_32_co_PR_OMP_Push_FloatType_DynamicSched_Critical_ClauseRed.cpp
","0.037645"
"_omp_32_co_PR_OMP_Push_FloatType_DefaultSched_Atomic_CriticalRed.cpp
","0.037619"
"_omp_32_co_PR_OMP_Push_FloatType_DynamicSched_Atomic_CriticalRed.cpp
","0.037596"
"_omp_32_co_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_CriticalRed.cpp
","0.033256"
"_omp_32_co_PR_OMP_Pull_FloatType_Determin_DefaultSched_ClauseRed.cpp
","0.034690"
"_omp_32_co_PR_OMP_Pull_FloatType_Determin_DefaultSched_AtomicRed.cpp
","0.035111"
"_omp_32_co_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_AtomicRed.cpp
","0.033654"
"_omp_32_co_PR_OMP_Pull_FloatType_Determin_DynamicSched_CriticalRed.cpp
","0.034729"
"_omp_32_co_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_AtomicRed.cpp
","0.033636"
"_omp_32_co_PR_OMP_Pull_FloatType_Determin_DynamicSched_AtomicRed.cpp
","0.034693"
"_omp_32_co_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_CriticalRed.cpp
","0.033643"
"_omp_32_co_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_ClauseRed.cpp
","0.033655"
"_omp_32_co_PR_OMP_Pull_FloatType_Determin_DefaultSched_CriticalRed.cpp
","0.034749"
"_omp_32_co_PR_OMP_Pull_FloatType_Determin_DynamicSched_ClauseRed.cpp
","0.034743"
"_omp_32_co_PR_OMP_Pull_FloatType_NonDetermin_DefaultSched_ClauseRed.cpp
","0.033242"
"_omp_32_soc_PR_OMP_Push_FloatType_DefaultSched_Atomic_ClauseRed.cpp
","0.016483"
"_omp_32_soc_PR_OMP_Push_FloatType_DynamicSched_Atomic_ClauseRed.cpp
","0.016476"
"_omp_32_soc_PR_OMP_Push_FloatType_DefaultSched_Critical_ClauseRed.cpp
","0.016444"
"_omp_32_soc_PR_OMP_Push_FloatType_DefaultSched_Critical_AtomicRed.cpp
","0.016481"
"_omp_32_soc_PR_OMP_Push_FloatType_DynamicSched_Atomic_AtomicRed.cpp
","0.016248"
"_omp_32_soc_PR_OMP_Push_FloatType_DefaultSched_Critical_CriticalRed.cpp
","0.016259"
"_omp_32_soc_PR_OMP_Push_FloatType_DefaultSched_Atomic_AtomicRed.cpp
","0.016207"
"_omp_32_soc_PR_OMP_Push_FloatType_DynamicSched_Critical_AtomicRed.cpp
","0.016566"
"_omp_32_soc_PR_OMP_Push_FloatType_DynamicSched_Critical_CriticalRed.cpp
","0.016262"
"_omp_32_soc_PR_OMP_Push_FloatType_DynamicSched_Critical_ClauseRed.cpp
","0.016235"
"_omp_32_soc_PR_OMP_Push_FloatType_DefaultSched_Atomic_CriticalRed.cpp
","0.016472"
"_omp_32_soc_PR_OMP_Push_FloatType_DynamicSched_Atomic_CriticalRed.cpp
","0.016247"
"_omp_32_soc_PR_OMP_Pull_FloatType_NonDetermin_DynamicSched_CriticalRed.cpp
","0.008825"
"_omp_32_soc_PR_OMP_Pull_FloatType_Determin_DefaultSched_ClauseRed.cpp
","0.018313"
"_omp_32_soc_PR_OMP_Pull_FloatType_Determin_DefaultSched_AtomicRed.cpp
","0.018232"
