"filename","sssp"
"omp_32_rmat_SSSP_OMP_E_Data_Push_NonDeterm_IntType_ReadWrite_Atomic_NonDup_NoFieldBug_Dynamic.cpp
","0.007718"
"omp_32_rmat_SSSP_OMP_E_Data_Push_NonDeterm_IntType_ReadModifyWrite_Atomic_NonDup_NoFieldBug_Default.cpp
","0.007598"
"omp_32_rmat_SSSP_OMP_E_Data_Push_NonDeterm_IntType_ReadModifyWrite_Atomic_NonDup_NoFieldBug_Dynamic.cpp
","0.007597"
"omp_32_rmat_SSSP_OMP_E_Data_Push_NonDeterm_IntType_ReadWrite_Atomic_NonDup_NoFieldBug_Default.cpp
","0.007736"
"omp_32_rmat_SSSP_OMP_E_Data_Push_Determ_IntType_ReadModifyWrite_Atomic_NonDup_NoFieldBug_Dynamic.cpp
","0.003148"
"omp_32_rmat_SSSP_OMP_E_Data_Push_Determ_IntType_ReadModifyWrite_Atomic_NonDup_NoFieldBug_Default.cpp
","0.003169"
"omp_32_rmat_SSSP_OMP_E_Topo_Push_NonDeterm_IntType_ReadModifyWrite_Atomic_NoBoundsBug_Dynamic_NoRangeBug.cpp
","0.010880"
"omp_32_rmat_SSSP_OMP_E_Topo_Push_Determ_IntType_ReadModifyWrite_Atomic_NoBoundsBug_Dynamic_NoRangeBug.cpp
","0.005308"
"omp_32_rmat_SSSP_OMP_E_Topo_Push_NonDeterm_IntType_ReadModifyWrite_Atomic_NoBoundsBug_Default_NoRangeBug.cpp
","0.010924"
"omp_32_rmat_SSSP_OMP_E_Topo_Push_NonDeterm_IntType_ReadWrite_Atomic_NoBoundsBug_Dynamic_NoRangeBug.cpp
","0.011000"
"omp_32_rmat_SSSP_OMP_E_Topo_Push_NonDeterm_IntType_ReadWrite_Atomic_NoBoundsBug_Default_NoRangeBug.cpp
","0.010989"
"omp_32_rmat_SSSP_OMP_E_Topo_Push_Determ_IntType_ReadModifyWrite_Atomic_NoBoundsBug_Default_NoRangeBug.cpp
","0.005284"
"omp_32_rmat_SSSP_OMP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_Dynamic_NoFieldBug_Atomic_NoRangeBug_NoBoundsBug2_NonDup.cpp
","0.014341"
"omp_32_rmat_SSSP_OMP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_Dynamic_NoFieldBug_Atomic_NoRangeBug_NoBoundsBug2_Dup.cpp
","0.012625"
"omp_32_rmat_SSSP_OMP_V_Data_Push_IntType_ReadWrite_NonDeterm_Dynamic_NoFieldBug_Atomic_NoRangeBug_NoBoundsBug2_NonDup.cpp
","0.011386"
"omp_32_rmat_SSSP_OMP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_Default_NoFieldBug_Atomic_NoRangeBug_NoBoundsBug2_NonDup.cpp
","0.014372"
"omp_32_rmat_SSSP_OMP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_Default_NoFieldBug_Atomic_NoRangeBug_NoBoundsBug2_Dup.cpp
","0.012539"
"omp_32_rmat_SSSP_OMP_V_Data_Push_IntType_ReadModifyWrite_Determ_Default_NoFieldBug_Atomic_NoRangeBug_NoBoundsBug2_Dup.cpp
","0.004953"
