"filename","pr"
"16_soc_PR_CUDA_Push_FloatType_NonPersist_Thread_GlobalAdd.cu
","0.111332"
"16_soc_PR_CUDA_Push_FloatType_Persist_Warp_GlobalAdd.cu
","0.005536"
"16_soc_PR_CUDA_Push_FloatType_Persist_Block_GlobalAdd.cu
","0.000345"
"16_soc_PR_CUDA_Push_FloatType_NonPersist_Warp_GlobalAdd.cu
","0.005636"
"16_soc_PR_CUDA_Push_FloatType_Persist_Warp_BlockAdd.cu
","0.039121"
"16_soc_PR_CUDA_Push_FloatType_Persist_Thread_BlockAdd.cu
","0.143817"
"16_soc_PR_CUDA_Push_FloatType_NonPersist_Block_GlobalAdd.cu
","0.000278"
"16_soc_PR_CUDA_Push_FloatType_NonPersist_Warp_BlockAdd.cu
","0.053730"
"16_soc_PR_CUDA_Push_FloatType_NonPersist_Block_Reduction.cu
","0.020109"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Warp_NonDeterm_BlockAdd.cu
","0.003886"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Block_Determ_GlobalAdd.cu
","0.053665"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Warp_NonDeterm_Reduction.cu
","0.339949"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Block_Determ_BlockAdd.cu
","0.000363"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Block_NonDeterm_BlockAdd.cu
","0.000405"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Block_NonDeterm_GlobalAdd.cu
","0.103451"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Warp_NonDeterm_Reduction.cu
","0.065047"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Thread_Determ_BlockAdd.cu
","0.115590"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Warp_Determ_GlobalAdd.cu
","0.207099"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Thread_NonDeterm_BlockAdd.cu
","0.038156"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Block_Determ_BlockAdd.cu
","0.000146"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Block_Determ_Reduction.cu
","0.020244"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Warp_NonDeterm_BlockAdd.cu
","0.005553"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Thread_NonDeterm_Reduction.cu
","0.134458"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Block_NonDeterm_BlockAdd.cu
","0.000239"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Thread_Determ_GlobalAdd.cu
","0.250390"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Warp_Determ_BlockAdd.cu
","0.002617"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Thread_NonDeterm_GlobalAdd.cu
","0.102849"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Block_NonDeterm_Reduction.cu
","0.022824"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Thread_Determ_Reduction.cu
","0.492685"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Warp_Determ_Reduction.cu
","0.531505"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Warp_NonDeterm_GlobalAdd.cu
","0.136513"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Warp_Determ_BlockAdd.cu
","0.004655"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Thread_NonDeterm_GlobalAdd.cu
","0.098830"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Warp_NonDeterm_GlobalAdd.cu
","0.224555"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Block_NonDeterm_Reduction.cu
","0.078564"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Thread_NonDeterm_Reduction.cu
","0.133733"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Block_Determ_Reduction.cu
","0.049727"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Thread_Determ_GlobalAdd.cu
","0.244290"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Block_NonDeterm_GlobalAdd.cu
","0.088651"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Thread_Determ_Reduction.cu
","0.387845"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Thread_NonDeterm_BlockAdd.cu
","0.057206"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Block_Determ_GlobalAdd.cu
","0.104487"
"16_soc_PR_CUDA_Pull_FloatType_NonPersist_Warp_Determ_GlobalAdd.cu
","0.261518"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Thread_Determ_BlockAdd.cu
","0.078929"
"16_soc_PR_CUDA_Pull_FloatType_Persist_Warp_Determ_Reduction.cu
","0.130728"
"16_ny_PR_CUDA_Push_FloatType_NonPersist_Thread_BlockAdd.cu
","0.181938"
"16_ny_PR_CUDA_Push_FloatType_Persist_Thread_Reduction.cu
","0.361444"
"16_ny_PR_CUDA_Push_FloatType_Persist_Warp_Reduction.cu
","0.075299"
"16_ny_PR_CUDA_Push_FloatType_Persist_Thread_GlobalAdd.cu
","0.027874"
"16_ny_PR_CUDA_Push_FloatType_Persist_Block_Reduction.cu
","0.005555"
"16_ny_PR_CUDA_Push_FloatType_Persist_Block_BlockAdd.cu
","0.001899"
"16_ny_PR_CUDA_Push_FloatType_NonPersist_Thread_Reduction.cu
","0.382473"
"16_ny_PR_CUDA_Push_FloatType_NonPersist_Block_BlockAdd.cu
","0.000451"
"16_ny_PR_CUDA_Push_FloatType_NonPersist_Warp_Reduction.cu
","0.065953"
"16_ny_PR_CUDA_Push_FloatType_NonPersist_Thread_GlobalAdd.cu
","0.027891"
"16_ny_PR_CUDA_Push_FloatType_Persist_Warp_GlobalAdd.cu
","0.000659"
"16_ny_PR_CUDA_Push_FloatType_Persist_Block_GlobalAdd.cu
","0.000040"
"16_ny_PR_CUDA_Push_FloatType_NonPersist_Warp_GlobalAdd.cu
","0.000659"
"16_ny_PR_CUDA_Push_FloatType_Persist_Warp_BlockAdd.cu
","0.006203"
"16_ny_PR_CUDA_Push_FloatType_Persist_Thread_BlockAdd.cu
","0.167569"
"16_ny_PR_CUDA_Push_FloatType_NonPersist_Block_GlobalAdd.cu
","0.000034"
"16_ny_PR_CUDA_Push_FloatType_NonPersist_Warp_BlockAdd.cu
","0.008092"
"16_ny_PR_CUDA_Push_FloatType_NonPersist_Block_Reduction.cu
","0.002422"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Warp_NonDeterm_BlockAdd.cu
","0.000508"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Block_Determ_GlobalAdd.cu
","0.006047"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Warp_NonDeterm_Reduction.cu
","0.156435"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Block_Determ_BlockAdd.cu
","0.000042"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Block_NonDeterm_BlockAdd.cu
","0.000060"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Block_NonDeterm_GlobalAdd.cu
","0.020738"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Warp_NonDeterm_Reduction.cu
","0.052064"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Thread_Determ_BlockAdd.cu
","0.014459"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Warp_Determ_GlobalAdd.cu
","0.027563"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Thread_NonDeterm_BlockAdd.cu
","0.014852"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Block_Determ_BlockAdd.cu
","0.000023"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Block_Determ_Reduction.cu
","0.003322"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Warp_NonDeterm_BlockAdd.cu
","0.000692"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Thread_NonDeterm_Reduction.cu
","0.617640"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Block_NonDeterm_BlockAdd.cu
","0.000034"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Thread_Determ_GlobalAdd.cu
","0.028706"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Warp_Determ_BlockAdd.cu
","0.000360"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Thread_NonDeterm_GlobalAdd.cu
","0.030849"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Block_NonDeterm_Reduction.cu
","0.004319"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Thread_Determ_Reduction.cu
","0.370024"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Warp_Determ_Reduction.cu
","0.105688"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Warp_NonDeterm_GlobalAdd.cu
","0.046227"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Warp_Determ_BlockAdd.cu
","0.000542"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Thread_NonDeterm_GlobalAdd.cu
","0.030895"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Warp_NonDeterm_GlobalAdd.cu
","0.039192"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Block_NonDeterm_Reduction.cu
","0.012737"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Thread_NonDeterm_Reduction.cu
","0.614518"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Block_Determ_Reduction.cu
","0.005515"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Thread_Determ_GlobalAdd.cu
","0.028712"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Block_NonDeterm_GlobalAdd.cu
","0.015490"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Thread_Determ_Reduction.cu
","0.363610"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Thread_NonDeterm_BlockAdd.cu
","0.015549"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Block_Determ_GlobalAdd.cu
","0.012117"
"16_ny_PR_CUDA_Pull_FloatType_NonPersist_Warp_Determ_GlobalAdd.cu
","0.027253"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Thread_Determ_BlockAdd.cu
","0.014077"
"16_ny_PR_CUDA_Pull_FloatType_Persist_Warp_Determ_Reduction.cu
","0.041279"
