"filename","mis"
"__32_co_MIS_CPP_V_Data_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.022606"
"__32_co_MIS_CPP_V_Data_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.015765"
"__32_co_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Block.cpp
","2.816893"
"__32_co_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Cyclic.cpp
","2.660570"
"__32_co_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Cyclic.cpp
","3.500741"
"__32_co_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Cyclic.cpp
","1.831814"
"__32_co_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Block.cpp
","4.113519"
"__32_co_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Block.cpp
","1.889303"
"__32_co_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Block.cpp
","0.086125"
"__32_co_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.046481"
"__32_co_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.115694"
"__32_co_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.067704"
"__32_co_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.168189"
"__32_co_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Block.cpp
","0.051165"
"__32_ny_MIS_CPP_E_Data_IntType_Atomic_NonDeterm_Block.cpp
","0.010963"
"__32_ny_MIS_CPP_E_Data_IntType_Atomic_CopyDeterm_Block.cpp
","0.009166"
"__32_ny_MIS_CPP_E_Data_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.008055"
"__32_ny_MIS_CPP_E_Data_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.011027"
"__32_ny_MIS_CPP_E_Data_IntType_Atomic_MergeDeterm_Block.cpp
","0.006630"
"__32_ny_MIS_CPP_E_Data_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.006972"
"__32_ny_MIS_CPP_E_Topo_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.023205"
"__32_ny_MIS_CPP_E_Topo_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.016078"
"__32_ny_MIS_CPP_E_Topo_IntType_Atomic_CopyDeterm_Block.cpp
","0.028801"
"__32_ny_MIS_CPP_E_Topo_IntType_Atomic_NonDeterm_Block.cpp
","0.035507"
"__32_ny_MIS_CPP_E_Topo_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.026049"
"__32_ny_MIS_CPP_E_Topo_IntType_Atomic_MergeDeterm_Block.cpp
","0.019293"
"__32_ny_MIS_CPP_V_Data_Push_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.021340"
"__32_ny_MIS_CPP_V_Data_Push_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.040814"
"__32_ny_MIS_CPP_V_Data_Push_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.020625"
"__32_ny_MIS_CPP_V_Data_Push_IntType_Atomic_MergeDeterm_Block.cpp
","0.017996"
"__32_ny_MIS_CPP_V_Data_Push_IntType_Atomic_CopyDeterm_Block.cpp
","0.020414"
"__32_ny_MIS_CPP_V_Data_Push_IntType_Atomic_NonDeterm_Block.cpp
","0.029433"
"__32_ny_MIS_CPP_V_Data_Pull_IntType_Atomic_MergeDeterm_Block.cpp
","0.009095"
"__32_ny_MIS_CPP_V_Data_Pull_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.010622"
"__32_ny_MIS_CPP_V_Data_Pull_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.008763"
"__32_ny_MIS_CPP_V_Data_Pull_IntType_Atomic_CopyDeterm_Block.cpp
","0.009464"
"__32_ny_MIS_CPP_V_Data_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.011000"
"__32_ny_MIS_CPP_V_Data_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.010362"
"__32_ny_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Block.cpp
","0.119816"
"__32_ny_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.109141"
"__32_ny_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.116966"
"__32_ny_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.069699"
"__32_ny_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Block.cpp
","0.132432"
"__32_ny_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Block.cpp
","0.074481"
"__32_ny_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Block.cpp
","0.061612"
"__32_ny_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.034346"
"__32_ny_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.064377"
"__32_ny_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.055231"
"__32_ny_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.089798"
"__32_ny_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Block.cpp
","0.037116"
"__32_2d_MIS_CPP_E_Data_IntType_Atomic_NonDeterm_Block.cpp
","0.014313"
"__32_2d_MIS_CPP_E_Data_IntType_Atomic_CopyDeterm_Block.cpp
","0.010635"
"__32_2d_MIS_CPP_E_Data_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.010464"
"__32_2d_MIS_CPP_E_Data_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.013679"
"__32_2d_MIS_CPP_E_Data_IntType_Atomic_MergeDeterm_Block.cpp
","0.009671"
"__32_2d_MIS_CPP_E_Data_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.009070"
"__32_2d_MIS_CPP_E_Topo_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.038050"
"__32_2d_MIS_CPP_E_Topo_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.034309"
"__32_2d_MIS_CPP_E_Topo_IntType_Atomic_CopyDeterm_Block.cpp
","0.055507"
"__32_2d_MIS_CPP_E_Topo_IntType_Atomic_NonDeterm_Block.cpp
","0.056764"
"__32_2d_MIS_CPP_E_Topo_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.032550"
"__32_2d_MIS_CPP_E_Topo_IntType_Atomic_MergeDeterm_Block.cpp
","0.045139"
"__32_2d_MIS_CPP_V_Data_Push_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.036116"
"__32_2d_MIS_CPP_V_Data_Push_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.072430"
"__32_2d_MIS_CPP_V_Data_Push_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.035470"
"__32_2d_MIS_CPP_V_Data_Push_IntType_Atomic_MergeDeterm_Block.cpp
","0.036871"
"__32_2d_MIS_CPP_V_Data_Push_IntType_Atomic_CopyDeterm_Block.cpp
","0.041042"
"__32_2d_MIS_CPP_V_Data_Push_IntType_Atomic_NonDeterm_Block.cpp
","0.076256"
"__32_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_MergeDeterm_Block.cpp
","0.013150"
"__32_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.014039"
"__32_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.013241"
"__32_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_CopyDeterm_Block.cpp
","0.014199"
"__32_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.013304"
"__32_2d_MIS_CPP_V_Data_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.013452"
"__32_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Block.cpp
","0.206949"
"__32_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.186025"
"__32_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.249514"
"__32_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.160418"
"__32_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Block.cpp
","0.280347"
"__32_2d_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Block.cpp
","0.176382"
"__32_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Block.cpp
","0.128971"
"__32_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.092854"
"__32_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.143277"
"__32_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.113823"
"__32_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.194866"
"__32_2d_MIS_CPP_V_Topo_Pull_IntType_Atomic_MergeDeterm_Block.cpp
","0.096031"
"__32_rmat_MIS_CPP_E_Data_IntType_Atomic_NonDeterm_Block.cpp
","0.017717"
"__32_rmat_MIS_CPP_E_Data_IntType_Atomic_CopyDeterm_Block.cpp
","0.014535"
